,DATE,GAME_ID,HOME_TEAM_ID,HOME_TEAM,HOME_TEAM_W_L,HOME_QTR1,HOME_QTR2,HOME_QTR3,HOME_QTR4,HOME_OT1,HOME_OT2,HOME_OT3,HOME_OT4,HOME_PTS,AWAY_TEAM_ID,AWAY_TEAM,AWAY_TEAM_W_L,AWAY_QTR1,AWAY_QTR2,AWAY_QTR3,AWAY_QTR4,AWAY_OT1,AWAY_OT2,AWAY_OT3,AWAY_OT4,AWAY_PTS,MOV,QTR1_MOV,QTR2_MOV,QTR3_MOV,HOME_HALFTIME,AWAY_HALFTIME,HALFTIME_MOV,HALFTIME_HOME_FG,HALFTIME_HOME_FG_MISSES,HALFTIME_HOME_FG_PCT,HALFTIME_HOME_REBOUNDS,HALFTIME_VISITING_FG,HALFTIME_VISITING_FG_PCT,HALFTIME_VISITING_MISSES,HALFTIME_VISITING_REBOUNDS,HALFTIME_FG_DIFF,HALFTIME_REBOUNDS_DIFF
929,2016-03-06,21500930,1610612749,MIL,26-37,12,36,31,17,0,0,0,0,96,1610612760,OKC,43-20,32,32,20,20,0,0,0,0,104,-8,-20,4,11,48,64,-16,33,56,0.370786516854,43,31,0.413333333333,44,55,-0.042546816479,-12
930,2016-03-06,21500931,1610612747,LAL,13-51,22,38,24,28,0,0,0,0,112,1610612744,GSW,55-6,21,28,24,22,0,0,0,0,95,17,1,10,0,60,49,11,38,46,0.452380952381,41,36,0.395604395604,55,49,0.056776556777,-8
931,2016-03-06,21500932,1610612763,MEM,37-25,24,35,15,26,0,0,0,0,100,1610612756,PHX,17-46,24,29,32,24,0,0,0,0,109,-9,0,6,-17,59,53,6,31,48,0.392405063291,38,36,0.514285714286,34,47,-0.121880650995,-9
932,2016-03-06,21500933,1610612743,DEN,25-38,22,35,20,29,10,0,0,0,116,1610612742,DAL,33-30,19,31,29,27,8,0,0,0,114,2,3,4,-9,57,50,7,43,63,0.405660377358,58,39,0.428571428571,52,46,-0.022911051213,12
933,2016-03-06,21500934,1610612765,DET,32-31,30,28,27,38,0,0,0,0,123,1610612757,POR,33-31,16,35,24,28,0,0,0,0,103,20,14,-7,3,58,51,7,42,40,0.512195121951,45,35,0.448717948718,43,31,0.063477173233,14
934,2016-03-06,21500935,1610612748,MIA,37-26,30,17,22,34,0,0,0,0,103,1610612755,PHI,8-55,25,24,20,29,0,0,0,0,98,5,5,-7,2,47,49,-2,34,45,0.430379746835,51,37,0.435294117647,48,40,-0.004914370812,11
935,2016-03-06,21500936,1610612761,TOR,41-20,30,31,24,22,0,0,0,0,107,1610612745,HOU,31-32,26,25,26,36,0,0,0,0,113,-6,4,6,-2,61,51,10,35,40,0.466666666667,42,37,0.480519480519,40,37,-0.013852813852,5
936,2016-03-07,21500937,1610612766,CHA,34-28,23,24,35,26,0,0,0,0,108,1610612750,MIN,20-44,18,31,26,28,0,0,0,0,103,5,5,-7,9,47,49,-2,41,49,0.455555555556,42,38,0.481012658228,41,43,-0.025457102672,-1
937,2016-03-07,21500938,1610612739,CLE,44-18,25,24,25,29,0,0,0,0,103,1610612763,MEM,38-25,33,25,24,24,0,0,0,0,106,-3,-8,-1,1,49,58,-9,36,44,0.45,49,40,0.470588235294,45,35,-0.020588235294,14
938,2016-03-07,21500939,1610612754,IND,34-30,25,20,28,26,0,0,0,0,99,1610612759,SAS,53-10,13,19,30,29,0,0,0,0,91,8,12,1,-2,45,32,13,31,46,0.402597402597,48,32,0.340425531915,62,52,0.062171870682,-4
939,2016-03-07,21500940,1610612741,CHI,32-30,25,22,26,27,0,0,0,0,100,1610612749,MIL,26-38,16,24,29,21,0,0,0,0,90,10,9,-2,-3,47,40,7,37,39,0.486842105263,44,35,0.388888888889,55,48,0.097953216374,-4
940,2016-03-07,21500941,1610612740,NOP,24-38,33,17,33,32,0,0,0,0,115,1610612758,SAC,25-37,31,32,26,23,0,0,0,0,112,3,2,-15,7,50,63,-13,43,49,0.467391304348,43,40,0.487804878049,42,44,-0.020413573701,-1
941,2016-03-07,21500942,1610612742,DAL,33-31,24,28,16,22,0,0,0,0,90,1610612746,LAC,41-21,23,27,33,26,0,0,0,0,109,-19,1,1,-17,52,50,2,26,51,0.337662337662,51,36,0.45,44,48,-0.112337662338,3
942,2016-03-07,21500943,1610612744,GSW,56-6,31,28,35,25,0,0,0,0,119,1610612753,ORL,27-35,18,28,31,36,0,0,0,0,113,6,13,0,4,59,46,13,39,42,0.481481481481,50,38,0.431818181818,50,42,0.049663299663,8
943,2016-03-08,21500944,1610612761,TOR,42-20,28,14,36,26,0,0,0,0,104,1610612751,BKN,18-46,23,35,22,19,0,0,0,0,99,5,5,-21,14,42,58,-16,36,41,0.467532467532,40,42,0.512195121951,40,29,-0.044662654419,11
944,2016-03-08,21500945,1610612750,MIN,20-45,24,23,21,23,0,0,0,0,91,1610612759,SAS,54-10,27,32,34,23,0,0,0,0,116,-25,-3,-9,-13,47,59,-12,34,43,0.441558441558,35,44,0.536585365854,38,46,-0.095026924296,-11
945,2016-03-08,21500946,1610612743,DEN,26-38,31,29,22,28,0,0,0,0,110,1610612752,NYK,26-39,25,24,19,26,0,0,0,0,94,16,6,5,3,60,49,11,45,54,0.454545454545,45,33,0.44,42,43,0.014545454545,2
946,2016-03-08,21500947,1610612762,UTA,29-34,27,15,15,27,0,0,0,0,84,1610612737,ATL,36-28,16,25,25,25,0,0,0,0,91,-7,11,-10,-10,42,41,1,30,56,0.348837209302,54,37,0.46835443038,42,41,-0.119517221078,13
947,2016-03-08,21500948,1610612757,POR,34-31,29,25,31,19,12,0,0,0,116,1610612764,WAS,30-33,22,33,26,23,5,0,0,0,109,7,7,-8,5,54,55,-1,40,48,0.454545454545,53,44,0.448979591837,54,45,0.005565862708,8
948,2016-03-08,21500949,1610612747,LAL,14-51,20,25,39,23,0,0,0,0,107,1610612753,ORL,27-36,26,25,26,21,0,0,0,0,98,9,-6,0,13,45,51,-6,39,41,0.4875,45,35,0.472972972973,39,35,0.014527027027,10
949,2016-03-09,21500950,1610612766,CHA,35-28,39,32,28,23,0,0,0,0,122,1610612740,NOP,24-39,28,32,30,23,0,0,0,0,113,9,11,0,-2,71,60,11,35,44,0.443037974684,43,40,0.470588235294,45,43,-0.02755026061,0
950,2016-03-09,21500951,1610612755,PHI,8-56,27,25,27,25,0,0,0,0,104,1610612745,HOU,32-32,21,40,32,25,0,0,0,0,118,-14,6,-15,-5,52,61,-9,35,51,0.406976744186,42,38,0.441860465116,48,45,-0.03488372093,-3
951,2016-03-09,21500952,1610612749,MIL,27-38,29,28,23,34,0,0,0,0,114,1610612748,MIA,37-27,22,32,31,23,0,0,0,0,108,6,7,-4,-8,57,54,3,42,38,0.525,34,42,0.525,38,39,0.0,-5
952,2016-03-09,21500953,1610612738,BOS,39-26,24,28,31,33,0,0,0,0,116,1610612763,MEM,38-26,26,29,12,29,0,0,0,0,96,20,-2,-1,19,52,55,-3,41,46,0.471264367816,38,32,0.380952380952,52,48,0.090311986864,-10
953,2016-03-09,21500954,1610612742,DAL,33-32,28,24,22,22,0,0,0,0,96,1610612765,DET,33-31,26,28,22,26,0,0,0,0,102,-6,2,-4,0,52,54,-2,35,47,0.426829268293,40,34,0.41975308642,47,51,0.007076181873,-11
954,2016-03-09,21500955,1610612760,OKC,44-20,39,25,29,27,0,0,0,0,120,1610612746,LAC,41-22,29,33,21,25,0,0,0,0,108,12,10,-8,8,64,62,2,47,43,0.522222222222,52,39,0.493670886076,40,29,0.028551336146,23
955,2016-03-09,21500956,1610612756,PHX,17-47,19,24,32,22,0,0,0,0,97,1610612752,NYK,27-39,29,34,25,40,0,0,0,0,128,-31,-10,-10,7,43,63,-20,38,50,0.431818181818,38,44,0.55,36,43,-0.118181818182,-5
956,2016-03-09,21500957,1610612758,SAC,25-38,25,35,24,27,0,0,0,0,111,1610612739,CLE,45-18,28,26,35,31,0,0,0,0,120,-9,-3,9,-11,60,54,6,40,44,0.47619047619,38,37,0.420454545455,51,51,0.055735930735,-13
957,2016-03-09,21500958,1610612744,GSW,57-6,23,29,29,34,0,0,0,0,115,1610612762,UTA,29-35,21,20,22,31,0,0,0,0,94,21,2,9,7,52,41,11,43,36,0.544303797468,39,30,0.38961038961,47,42,0.154693407858,-3
958,2016-03-10,21500959,1610612761,TOR,43-20,20,32,30,22,0,0,0,0,104,1610612737,ATL,36-29,21,27,27,21,0,0,0,0,96,8,-1,5,3,52,48,4,37,44,0.456790123457,48,35,0.426829268293,47,33,0.029960855164,15
959,2016-03-10,21500960,1610612759,SAS,55-10,27,27,30,25,0,0,0,0,109,1610612741,CHI,32-31,27,20,27,27,0,0,0,0,101,8,0,7,3,54,47,7,42,49,0.461538461538,40,39,0.453488372093,47,50,0.008050089445,-10
960,2016-03-10,21500961,1610612743,DEN,27-38,25,30,27,34,0,0,0,0,116,1610612756,PHX,17-48,18,23,33,24,0,0,0,0,98,18,7,7,-6,55,41,14,44,47,0.483516483516,49,33,0.370786516854,56,52,0.112729966662,-3
961,2016-03-10,21500962,1610612747,LAL,14-52,31,24,27,26,0,0,0,0,108,1610612739,CLE,46-18,33,31,31,25,0,0,0,0,120,-12,-2,-7,-4,55,64,-9,40,38,0.512820512821,34,42,0.512195121951,40,38,0.00062539087,-4
962,2016-03-11,21500963,1610612766,CHA,36-28,38,31,19,30,0,0,0,0,118,1610612765,DET,33-32,32,21,28,22,0,0,0,0,103,15,6,10,-9,69,53,16,41,41,0.5,37,36,0.473684210526,40,33,0.026315789474,4
963,2016-03-11,21500964,1610612755,PHI,9-56,27,26,19,23,0,0,0,0,95,1610612751,BKN,18-47,21,24,22,22,0,0,0,0,89,6,6,2,-3,53,45,8,37,46,0.44578313253,49,31,0.364705882353,54,41,0.081077250177,8
964,2016-03-11,21500965,1610612738,BOS,39-27,23,20,30,25,0,0,0,0,98,1610612745,HOU,33-32,19,27,31,25,0,0,0,0,102,-4,4,-7,-1,43,46,-3,34,57,0.373626373626,45,40,0.454545454545,48,50,-0.080919080919,-5
965,2016-03-11,21500966,1610612741,CHI,32-32,31,27,23,15,0,0,0,0,96,1610612748,MIA,38-27,23,31,30,34,0,0,0,0,118,-22,8,-4,-7,58,54,4,36,43,0.455696202532,39,46,0.511111111111,44,43,-0.055414908579,-4
966,2016-03-11,21500967,1610612763,MEM,39-26,20,28,25,26,22,0,0,0,121,1610612740,NOP,24-40,24,23,19,33,15,0,0,0,114,7,-4,5,6,48,47,1,46,49,0.484210526316,50,42,0.4375,54,58,0.046710526316,-8
967,2016-03-11,21500968,1610612760,OKC,44-21,21,32,20,23,0,0,0,0,96,1610612750,MIN,21-45,24,26,19,30,0,0,0,0,99,-3,-3,6,1,53,50,3,36,48,0.428571428571,54,36,0.423529411765,49,37,0.005042016806,17
968,2016-03-11,21500969,1610612762,UTA,30-35,32,24,32,26,0,0,0,0,114,1610612764,WAS,30-34,29,19,20,25,0,0,0,0,93,21,3,5,12,56,48,8,36,29,0.553846153846,42,35,0.4375,45,29,0.116346153846,13
969,2016-03-11,21500970,1610612758,SAC,25-39,21,28,26,25,0,0,0,0,100,1610612753,ORL,28-36,27,23,30,27,0,0,0,0,107,-7,-6,5,-4,49,50,-1,34,53,0.390804597701,37,41,0.518987341772,38,51,-0.128182744071,-14
970,2016-03-11,21500971,1610612744,GSW,58-6,40,41,29,18,0,0,0,0,128,1610612757,POR,34-32,27,34,25,26,0,0,0,0,112,16,13,7,4,81,61,20,37,49,0.43023255814,56,37,0.43023255814,49,39,0.0,17
971,2016-03-11,21500972,1610612746,LAC,42-22,29,32,15,25,0,0,0,0,101,1610612752,NYK,27-40,22,28,24,20,0,0,0,0,94,7,7,4,-9,61,50,11,37,47,0.440476190476,44,33,0.40243902439,49,48,0.038037166086,-4
972,2016-03-12,21500973,1610612742,DAL,33-33,23,28,24,30,0,0,0,0,105,1610612754,IND,35-30,26,29,28,29,0,0,0,0,112,-7,-3,-1,-4,51,55,-4,35,44,0.443037974684,40,35,0.448717948718,43,42,-0.005679974034,-2
973,2016-03-12,21500974,1610612737,ATL,37-29,18,31,22,24,0,0,0,0,95,1610612763,MEM,39-27,22,19,17,25,0,0,0,0,83,12,-4,12,5,49,41,8,35,48,0.421686746988,47,33,0.347368421053,62,58,0.074318325935,-11
974,2016-03-12,21500975,1610612766,CHA,37-28,34,28,28,35,0,0,0,0,125,1610612745,HOU,33-33,19,38,30,22,0,0,0,0,109,16,15,-10,-2,62,57,5,46,40,0.53488372093,44,42,0.45652173913,50,40,0.0783619818,4
975,2016-03-12,21500976,1610612755,PHI,9-57,32,25,30,24,0,0,0,0,111,1610612765,DET,34-32,27,25,38,35,0,0,0,0,125,-14,5,0,-8,57,52,5,39,45,0.464285714286,36,48,0.533333333333,42,52,-0.069047619047,-16
976,2016-03-12,21500977,1610612761,TOR,44-20,28,25,17,27,15,0,0,0,112,1610612748,MIA,38-28,24,22,25,26,7,0,0,0,104,8,4,3,-8,53,46,7,37,47,0.440476190476,42,35,0.364583333333,61,47,0.075892857143,-5
977,2016-03-12,21500978,1610612749,MIL,28-38,33,22,22,26,0,0,0,0,103,1610612740,NOP,24-41,28,24,19,21,0,0,0,0,92,11,5,-2,3,55,52,3,39,41,0.4875,42,35,0.393258426966,54,47,0.094241573034,-5
978,2016-03-12,21500979,1610612759,SAS,56-10,25,20,21,27,0,0,0,0,93,1610612760,OKC,44-22,22,27,19,17,0,0,0,0,85,8,3,-7,2,45,49,-4,33,51,0.392857142857,44,31,0.382716049383,50,56,0.010141093474,-12
979,2016-03-12,21500980,1610612743,DEN,28-38,27,25,23,41,0,0,0,0,116,1610612764,WAS,30-35,23,27,33,17,0,0,0,0,100,16,4,-2,-10,52,50,2,40,38,0.512820512821,44,35,0.411764705882,50,37,0.101055806939,7
980,2016-03-12,21500981,1610612744,GSW,59-6,31,29,26,37,0,0,0,0,123,1610612756,PHX,17-49,24,32,39,21,0,0,0,0,116,7,7,-3,-13,60,56,4,38,42,0.475,42,45,0.489130434783,47,47,-0.014130434783,-5
981,2016-03-12,21500982,1610612757,POR,35-32,31,32,27,31,0,0,0,0,121,1610612753,ORL,28-37,24,18,23,19,0,0,0,0,84,37,7,14,4,63,42,21,47,37,0.559523809524,51,33,0.366666666667,57,39,0.192857142857,12
982,2016-03-13,21500983,1610612746,LAC,42-23,19,22,27,22,0,0,0,0,90,1610612739,CLE,47-18,21,37,33,23,0,0,0,0,114,-24,-2,-15,-6,41,58,-17,31,47,0.397435897436,34,40,0.481927710843,43,49,-0.084491813407,-15
983,2016-03-13,21500984,1610612737,ATL,38-29,30,22,37,15,0,0,0,0,104,1610612754,IND,35-31,17,21,18,19,0,0,0,0,75,29,13,1,19,52,38,14,38,45,0.457831325301,50,32,0.372093023256,54,38,0.085738302045,12
984,2016-03-13,21500985,1610612751,BKN,18-48,25,26,28,21,0,0,0,0,100,1610612749,MIL,29-38,27,23,28,31,0,0,0,0,109,-9,-2,3,0,51,50,1,39,31,0.557142857143,31,45,0.505617977528,44,41,0.051524879615,-10
985,2016-03-13,21500986,1610612758,SAC,25-40,18,27,24,30,0,0,0,0,99,1610612762,UTA,31-35,36,25,23,24,0,0,0,0,108,-9,-18,2,1,45,61,-16,34,43,0.441558441558,36,37,0.4625,43,47,-0.020941558442,-11
986,2016-03-13,21500987,1610612747,LAL,14-53,11,24,25,27,0,0,0,0,87,1610612752,NYK,28-40,18,28,19,25,0,0,0,0,90,-3,-7,-4,6,35,46,-11,33,51,0.392857142857,45,32,0.432432432432,42,45,-0.039575289575,0
987,2016-03-14,21500988,1610612766,CHA,37-29,18,15,32,31,0,0,0,0,96,1610612742,DAL,34-33,22,30,19,36,0,0,0,0,107,-11,-4,-15,13,33,52,-19,31,44,0.413333333333,40,39,0.464285714286,45,42,-0.050952380953,-2
988,2016-03-14,21500989,1610612764,WAS,31-35,34,26,33,31,0,0,0,0,124,1610612765,DET,34-33,15,24,24,18,0,0,0,0,81,43,19,2,9,60,39,21,46,39,0.541176470588,40,30,0.38961038961,47,39,0.151566080978,1
989,2016-03-14,21500990,1610612748,MIA,39-28,36,28,26,34,0,0,0,0,124,1610612743,DEN,28-39,33,29,29,28,0,0,0,0,119,5,3,-1,-3,64,62,2,44,32,0.578947368421,33,48,0.521739130435,44,40,0.057208237986,-7
990,2016-03-14,21500991,1610612761,TOR,44-21,29,23,25,30,0,0,0,0,107,1610612741,CHI,33-32,34,24,26,25,0,0,0,0,109,-2,-5,-1,-1,52,58,-6,37,46,0.44578313253,42,41,0.493975903614,42,38,-0.048192771084,4
991,2016-03-14,21500992,1610612745,HOU,34-33,34,31,32,33,0,0,0,0,130,1610612763,MEM,39-28,22,19,15,25,0,0,0,0,81,49,12,12,17,65,41,24,39,36,0.52,49,25,0.280898876404,64,49,0.239101123596,0
992,2016-03-14,21500993,1610612760,OKC,45-22,31,35,36,26,0,0,0,0,128,1610612757,POR,35-33,22,20,30,22,0,0,0,0,94,34,9,15,6,66,42,24,49,34,0.590361445783,52,30,0.333333333333,60,39,0.25702811245,13
993,2016-03-14,21500994,1610612762,UTA,32-35,28,20,18,28,0,0,0,0,94,1610612739,CLE,47-19,26,18,22,19,0,0,0,0,85,9,2,2,-4,48,44,4,33,36,0.478260869565,40,34,0.390804597701,53,39,0.087456271864,1
994,2016-03-14,21500995,1610612756,PHX,18-49,27,20,29,31,0,0,0,0,107,1610612750,MIN,21-46,25,32,21,26,0,0,0,0,104,3,2,-12,8,47,57,-10,39,55,0.414893617021,57,35,0.426829268293,47,36,-0.011935651272,21
995,2016-03-14,21500996,1610612744,GSW,60-6,28,31,35,31,0,0,0,0,125,1610612740,NOP,24-42,24,26,19,38,0,0,0,0,107,18,4,5,16,59,50,9,43,34,0.558441558442,46,33,0.362637362637,58,40,0.195804195805,6
996,2016-03-15,21500997,1610612754,IND,36-31,20,23,28,32,0,0,0,0,103,1610612738,BOS,39-28,20,19,31,28,0,0,0,0,98,5,0,4,-3,43,39,4,39,45,0.464285714286,45,35,0.376344086022,58,50,0.087941628264,-5
997,2016-03-15,21500998,1610612753,ORL,29-37,32,29,24,31,0,0,0,0,116,1610612743,DEN,28-40,25,21,33,31,0,0,0,0,110,6,7,8,-9,61,46,15,40,37,0.519480519481,35,40,0.5,40,37,0.019480519481,-2
998,2016-03-15,21500999,1610612751,BKN,19-48,32,39,29,31,0,0,0,0,131,1610612755,PHI,9-58,15,36,32,31,0,0,0,0,114,17,17,3,-3,71,51,20,45,43,0.511363636364,52,39,0.453488372093,47,34,0.057875264271,18
999,2016-03-15,21501000,1610612749,MIL,29-39,28,21,17,23,0,0,0,0,89,1610612761,TOR,45-21,22,30,29,26,0,0,0,0,107,-18,6,-9,-12,49,52,-3,33,43,0.434210526316,37,38,0.463414634146,44,48,-0.02920410783,-11
1000,2016-03-15,21501001,1610612759,SAS,57-10,19,29,23,37,0,0,0,0,108,1610612746,LAC,42-24,21,23,26,17,0,0,0,0,87,21,-2,6,-3,48,44,4,41,38,0.518987341772,42,32,0.463768115942,37,27,0.05521922583,15
1001,2016-03-15,21501002,1610612747,LAL,14-54,15,26,26,31,0,0,0,0,98,1610612758,SAC,26-40,32,25,22,27,0,0,0,0,106,-8,-17,1,4,41,57,-16,34,47,0.41975308642,49,38,0.481012658228,41,41,-0.061259571808,8
1002,2016-03-16,21501003,1610612738,BOS,39-29,30,25,26,28,0,0,0,0,109,1610612760,OKC,46-22,35,31,42,22,0,0,0,0,130,-21,-5,-6,-16,55,66,-11,40,53,0.430107526882,42,47,0.489583333333,49,53,-0.059475806451,-11
1003,2016-03-16,21501004,1610612766,CHA,38-29,26,35,31,15,0,0,0,0,107,1610612753,ORL,29-38,30,13,28,28,0,0,0,0,99,8,-4,22,3,61,43,18,37,60,0.381443298969,59,33,0.407407407407,48,40,-0.025964108438,19
1004,2016-03-16,21501005,1610612739,CLE,48-19,31,26,27,15,0,0,0,0,99,1610612742,DAL,34-34,28,23,17,30,0,0,0,0,98,1,3,3,10,57,51,6,34,49,0.409638554217,48,36,0.461538461538,42,32,-0.051899907321,16
1005,2016-03-16,21501006,1610612764,WAS,32-35,32,31,29,25,0,0,0,0,117,1610612741,CHI,33-33,25,27,22,22,0,0,0,0,96,21,7,4,7,63,52,11,40,45,0.470588235294,47,35,0.402298850575,52,40,0.068289384719,7
1006,2016-03-16,21501007,1610612765,DET,34-34,32,30,26,26,0,0,0,0,114,1610612737,ATL,39-29,30,31,26,31,0,0,0,0,118,-4,2,-1,0,62,61,1,36,45,0.444444444444,48,39,0.438202247191,50,46,0.006242197253,2
1007,2016-03-16,21501008,1610612763,MEM,39-29,25,30,23,30,0,0,0,0,108,1610612750,MIN,22-46,42,22,26,24,0,0,0,0,114,-6,-17,8,-3,55,64,-9,44,56,0.44,51,38,0.550724637681,31,33,-0.110724637681,18
1008,2016-03-16,21501009,1610612745,HOU,34-34,26,24,25,31,0,0,0,0,106,1610612746,LAC,43-24,35,37,25,25,0,0,0,0,122,-16,-9,-13,0,50,72,-22,37,42,0.46835443038,39,43,0.565789473684,33,33,-0.097435043304,6
1009,2016-03-16,21501010,1610612758,SAC,26-41,31,22,30,25,0,0,0,0,108,1610612740,NOP,25-42,33,41,24,25,0,0,0,0,123,-15,-2,-19,6,53,74,-21,38,48,0.441860465116,39,47,0.534090909091,41,42,-0.092230443975,-3
1010,2016-03-16,21501011,1610612744,GSW,61-6,31,31,35,24,0,0,0,0,121,1610612752,NYK,28-41,19,27,18,21,0,0,0,0,85,36,12,4,17,62,46,16,43,45,0.488636363636,54,32,0.367816091954,55,38,0.120820271682,16
1011,2016-03-17,21501012,1610612754,IND,36-32,25,21,14,25,9,0,0,0,94,1610612761,TOR,46-21,27,16,20,22,16,0,0,0,101,-7,-2,5,-6,46,43,3,32,56,0.363636363636,48,28,0.333333333333,56,57,0.030303030303,-9
1012,2016-03-17,21501013,1610612755,PHI,9-59,22,17,22,33,0,0,0,0,94,1610612764,WAS,33-35,30,28,15,26,0,0,0,0,99,-5,-8,-11,7,39,58,-19,34,56,0.377777777778,40,38,0.431818181818,50,60,-0.05404040404,-20
1013,2016-03-17,21501014,1610612748,MIA,39-29,29,23,21,33,0,0,0,0,106,1610612766,CHA,39-29,26,28,28,27,0,0,0,0,109,-3,3,-5,-7,52,54,-2,39,35,0.527027027027,39,39,0.458823529412,46,39,0.068203497615,0
1014,2016-03-17,21501015,1610612737,ATL,40-29,33,21,33,29,0,0,0,0,116,1610612743,DEN,28-41,23,25,28,22,0,0,0,0,98,18,10,-4,5,54,48,6,39,40,0.493670886076,40,39,0.448275862069,48,39,0.045395024007,1
1015,2016-03-17,21501016,1610612741,CHI,34-33,24,31,24,39,0,0,0,0,118,1610612751,BKN,19-49,14,23,37,28,0,0,0,0,102,16,10,8,-13,55,37,18,44,48,0.478260869565,50,39,0.458823529412,46,39,0.019437340153,11
1016,2016-03-17,21501017,1610612749,MIL,30-39,32,15,21,28,0,0,0,0,96,1610612763,MEM,39-30,32,21,20,13,0,0,0,0,86,10,0,-6,1,47,53,-6,35,38,0.479452054795,44,34,0.369565217391,58,47,0.109886837404,-3
1017,2016-03-17,21501018,1610612759,SAS,58-10,23,33,39,23,0,0,0,0,118,1610612757,POR,35-34,28,26,24,32,0,0,0,0,110,8,-5,7,15,56,54,2,44,41,0.517647058824,37,37,0.425287356322,50,49,0.092359702502,-12
1018,2016-03-17,21501019,1610612762,UTA,33-35,24,22,25,32,0,0,0,0,103,1610612756,PHX,18-50,21,17,16,15,0,0,0,0,69,34,3,5,9,46,38,8,42,45,0.48275862069,51,26,0.325,54,43,0.15775862069,8
1019,2016-03-18,21501020,1610612753,ORL,29-39,29,25,32,17,0,0,0,0,103,1610612739,CLE,49-19,27,36,20,26,0,0,0,0,109,-6,2,-11,12,54,63,-9,36,45,0.444444444444,36,37,0.493333333333,38,41,-0.048888888889,-5
1020,2016-03-18,21501021,1610612755,PHI,9-60,23,24,21,29,0,0,0,0,97,1610612760,OKC,47-22,27,26,32,26,0,0,0,0,111,-14,-4,-2,-11,47,53,-6,35,54,0.393258426966,36,45,0.505617977528,44,63,-0.112359550562,-27
1021,2016-03-18,21501022,1610612765,DET,35-34,39,28,20,28,0,0,0,0,115,1610612758,SAC,26-42,25,29,29,25,0,0,0,0,108,7,14,-1,-9,67,54,13,43,48,0.472527472527,49,40,0.506329113924,39,35,-0.033801641397,14
1022,2016-03-18,21501023,1610612761,TOR,47-21,30,25,24,26,0,0,0,0,105,1610612738,BOS,39-30,14,27,33,17,0,0,0,0,91,14,16,-2,-9,55,41,14,37,40,0.480519480519,40,36,0.439024390244,46,37,0.041495090275,3
1023,2016-03-18,21501024,1610612745,HOU,35-34,31,23,34,28,0,0,0,0,116,1610612750,MIN,22-47,23,29,26,33,0,0,0,0,111,5,8,-6,8,54,52,2,48,37,0.564705882353,42,43,0.505882352941,42,35,0.058823529412,7
1024,2016-03-18,21501025,1610612740,NOP,25-43,30,23,28,31,0,0,0,0,112,1610612757,POR,36-34,36,31,26,24,0,0,0,0,117,-5,-6,-8,2,53,67,-14,34,43,0.441558441558,34,36,0.461538461538,42,45,-0.01998001998,-11
1025,2016-03-18,21501026,1610612742,DAL,34-35,36,31,18,27,0,0,0,0,112,1610612744,GSW,62-6,42,31,21,36,0,0,0,0,130,-18,-6,0,-3,67,73,-6,38,52,0.422222222222,46,42,0.47191011236,47,42,-0.049687890138,4
1026,2016-03-18,21501027,1610612747,LAL,14-55,22,10,22,36,0,0,0,0,90,1610612756,PHX,19-50,26,21,21,27,0,0,0,0,95,-5,-4,-11,1,32,47,-15,30,55,0.352941176471,50,30,0.344827586207,57,57,0.008113590264,-7
1027,2016-03-19,21501028,1610612766,CHA,39-30,22,18,22,31,0,0,0,0,93,1610612743,DEN,29-41,28,29,21,23,0,0,0,0,101,-8,-6,-11,1,40,57,-17,35,48,0.421686746988,38,38,0.436781609195,49,51,-0.015094862207,-13
1028,2016-03-19,21501029,1610612737,ATL,41-29,30,22,30,27,0,0,0,0,109,1610612745,HOU,35-35,16,42,25,14,0,0,0,0,97,12,14,-20,5,52,58,-6,44,44,0.5,40,33,0.392857142857,51,51,0.107142857143,-11
1029,2016-03-19,21501030,1610612765,DET,36-34,29,25,23,38,0,0,0,0,115,1610612751,BKN,19-50,23,29,25,26,0,0,0,0,103,12,6,-4,-2,54,52,2,46,48,0.489361702128,45,41,0.518987341772,38,40,-0.029625639644,5
1030,2016-03-19,21501031,1610612754,IND,36-33,28,26,33,24,0,0,0,0,111,1610612760,OKC,48-22,27,37,24,27,0,0,0,0,115,-4,1,-11,9,54,64,-10,39,43,0.475609756098,34,41,0.518987341772,38,45,-0.043377585674,-11
1031,2016-03-19,21501032,1610612764,WAS,34-35,20,23,33,23,0,0,0,0,99,1610612752,NYK,28-42,29,24,13,23,0,0,0,0,89,10,-9,-1,20,43,53,-10,38,48,0.441860465116,42,30,0.379746835443,49,42,0.062113629673,0
1032,2016-03-19,21501033,1610612748,MIA,40-29,31,34,33,24,0,0,0,0,122,1610612739,CLE,49-20,19,25,26,31,0,0,0,0,101,21,12,9,7,65,44,21,42,38,0.525,42,38,0.513513513514,36,26,0.011486486486,16
1033,2016-03-19,21501034,1610612741,CHI,35-33,25,25,29,13,0,0,0,0,92,1610612762,UTA,33-36,19,21,27,18,0,0,0,0,85,7,6,4,2,50,40,10,38,41,0.481012658228,42,35,0.406976744186,51,40,0.074035914042,2
1034,2016-03-19,21501035,1610612763,MEM,40-30,31,27,27,28,0,0,0,0,113,1610612746,LAC,43-25,29,29,17,27,0,0,0,0,102,11,2,-2,10,58,58,0,39,42,0.481481481481,44,31,0.469696969697,35,30,0.011784511784,14
